id,label
118,"positive,positive"
119,"negative,negative"
120,"negative,negative"
121,"positive,positive"
122,"negative,negative"
123,"negative,negative"
124,"positive,positive"
125,"neutral,neutral"
126,"negative,negative"
127,"negative,negative"
128,"negative,negative"
129,"negative,negative"
130,"neutral,neutral"
131,"neutral,neutral"
132,"positive,positive"
133,"neutral,neutral"
134,"neutral,neutral"
135,"neutral,neutral"
136,"positive,positive"
137,"positive,positive"
138,"negative,negative"
139,"positive,positive"
140,"positive,positive"
141,"positive,positive"
142,"positive,positive"
143,"negative,negative"
144,"neutral,neutral"
145,"positive,positive"
146,"neutral,neutral"
147,"negative,negative"
148,"neutral,neutral"
149,"positive,positive"
150,"positive,positive"
151,"positive,positive"
152,"negative,negative"
153,"neutral,neutral"
154,"positive,positive"
155,"negative,negative"
156,"neutral,neutral"
157,"positive,positive"
158,"negative,negative"
159,"negative,negative"
160,"positive,positive"
161,"negative,negative"
162,"positive,positive"
163,"neutral,neutral"
164,"neutral,neutral"
165,"positive,positive"
166,"negative,negative"
167,"positive,positive"
168,"neutral,neutral"
169,"negative,negative"
170,"positive,positive"
171,"negative,negative"
172,"positive,positive"
173,"neutral,neutral"
174,"neutral,neutral"
175,"negative,negative"
176,"negative,negative"
177,"positive,positive"
178,"positive,positive"
179,"positive,positive"
180,"positive,positive"
181,"neutral,neutral"
182,"neutral,neutral"
183,"negative,negative"
184,"negative,negative"
185,"positive,positive"
186,"negative,negative"
187,"negative,negative"
188,"neutral,neutral"
189,"neutral,neutral"
190,"neutral,neutral"
191,"neutral,neutral"
192,"positive,positive"
193,"positive,positive"
194,"negative,negative"
195,"positive,positive"
196,"negative,negative"
197,"neutral,neutral"
198,"positive,positive"
199,"positive,positive"
200,"negative,negative"
201,"positive,positive"
202,"negative,negative"
203,"negative,negative"
204,"positive,positive"
205,"neutral,neutral"
206,"positive,positive"
207,"neutral,neutral"
208,"negative,negative"
209,"negative,negative"
210,"positive,positive"
211,"positive,positive"
212,"neutral,neutral"
213,"positive,positive"
214,"neutral,neutral"
215,"positive,positive"
216,"positive,positive"
217,"positive,positive"
218,"neutral,neutral"
219,"neutral,neutral"
220,"negative,negative"
221,"positive,positive"
222,"neutral,neutral"
223,"negative,negative"
224,"negative,negative"
225,"neutral,neutral"
226,"negative,negative"
227,"negative,negative"
228,"negative,negative"
229,"positive,positive"
230,"negative,negative"
231,"positive,positive"
232,"positive,positive"
233,"neutral,neutral"
234,"negative,negative"
235,"neutral,neutral"
236,"positive,positive"
237,"positive,positive"
238,"positive,positive"
239,"neutral,neutral"
240,"positive,positive"
241,"negative,negative"
242,"neutral,neutral"
243,"neutral,neutral"
244,"negative,negative"
245,"neutral,neutral"
246,"negative,negative"
247,"positive,positive"
248,"neutral,neutral"
249,"positive,positive"
250,"positive,positive"
251,"neutral,neutral"
252,"neutral,neutral"
253,"positive,positive"
254,"negative,negative"
255,"positive,positive"
256,"negative,negative"
257,"positive,positive"
258,"neutral,neutral"
259,"positive,positive"
260,"positive,positive"
261,"positive,positive"
262,"neutral,neutral"
263,"positive,positive"
264,"neutral,neutral"
265,"positive,positive"
266,"neutral,neutral"
267,"negative,negative"
268,"negative,negative"
269,"positive,positive"
270,"positive,positive"
271,"negative,negative"
272,"neutral,neutral"
273,"neutral,neutral"
274,"neutral,neutral"
275,"neutral,neutral"
276,"neutral,neutral"
277,"positive,positive"
278,"positive,positive"
279,"positive,positive"
280,"neutral,neutral"
281,"neutral,neutral"
282,"positive,positive"
283,"neutral,neutral"
284,"neutral,neutral"
285,"neutral,neutral"
286,"negative,negative"
287,"neutral,neutral"
288,"positive,positive"
289,"negative,negative"
290,"neutral,neutral"
291,"negative,negative"
292,"negative,negative"
293,"positive,positive"
294,"positive,positive"
295,"positive,positive"
296,"neutral,neutral"
297,"neutral,neutral"
298,"positive,positive"
299,"neutral,neutral"
300,"neutral,neutral"
301,"neutral,neutral"
302,"negative,negative"
303,"neutral,neutral"
304,"neutral,neutral"
305,"neutral,neutral"
306,"positive,positive"
307,"positive,positive"
308,"negative,negative"
309,"negative,negative"
310,"positive,positive"
311,"positive,positive"
312,"positive,positive"
313,"negative,negative"
314,"positive,positive"
315,"negative,negative"
316,"neutral,neutral"
317,"positive,positive"
318,"positive,positive"
319,"positive,positive"
320,"positive,positive"
321,"neutral,neutral"
322,"neutral,neutral"
323,"negative,negative"
324,"neutral,neutral"
325,"positive,positive"
326,"negative,negative"
327,"neutral,neutral"
328,"positive,positive"
329,"positive,positive"
330,"negative,negative"
331,"positive,positive"
332,"negative,negative"
333,"negative,negative"
334,"neutral,neutral"
335,"positive,positive"
336,"neutral,neutral"
337,"neutral,neutral"
338,"positive,positive"
339,"positive,positive"
340,"neutral,neutral"
341,"positive,positive"
342,"positive,positive"
343,"negative,negative"
344,"negative,negative"
345,"positive,positive"
346,"negative,negative"
347,"neutral,neutral"
348,"positive,positive"
349,"positive,positive"
350,"positive,positive"
351,"neutral,neutral"
352,"positive,positive"
353,"neutral,neutral"
354,"neutral,neutral"
355,"negative,negative"
356,"neutral,neutral"
357,"negative,negative"
358,"positive,positive"
359,"positive,positive"
360,"positive,positive"
361,"neutral,neutral"
362,"neutral,neutral"
363,"neutral,neutral"
364,"positive,positive"
365,"positive,positive"
366,"negative,negative"
367,"positive,positive"
368,"positive,positive"
369,"negative,negative"
370,"neutral,neutral"
371,"positive,positive"
372,"positive,positive"
373,"positive,positive"
374,"positive,positive"
375,"neutral,neutral"
376,"positive,positive"
377,"negative,negative"
378,"negative,negative"
379,"positive,positive"
380,"negative,negative"
381,"neutral,neutral"
382,"neutral,neutral"
383,"negative,negative"
384,"positive,positive"
385,"neutral,neutral"
386,"negative,negative"
387,"positive,positive"
388,"positive,positive"
389,"positive,positive"
390,"negative,negative"
391,"negative,negative"
392,"negative,negative"
393,"neutral,neutral"
394,"positive,positive"
395,"neutral,neutral"
396,"neutral,neutral"
397,"negative,negative"
398,"negative,negative"
399,"neutral,neutral"
400,"neutral,neutral"
401,"neutral,neutral"
402,"neutral,neutral"
403,"negative,negative"
404,"positive,positive"
405,"negative,negative"
406,"neutral,neutral"
407,"negative,negative"
408,"positive,positive"
409,"negative,negative"
410,"neutral,neutral"
411,"neutral,neutral"
412,"negative,negative"
413,"neutral,neutral"
414,"negative,negative"
415,"negative,negative"
416,"neutral,neutral"
417,"neutral,neutral"
418,"negative,negative"
419,"neutral,neutral"
420,"positive,positive"
421,"neutral,neutral"
422,"neutral,neutral"
423,"neutral,neutral"
424,"negative,negative"
425,"negative,negative"
426,"neutral,neutral"
427,"neutral,neutral"
428,"neutral,neutral"
429,"neutral,neutral"
430,"neutral,neutral"
431,"neutral,neutral"
432,"positive,positive"
433,"neutral,neutral"
434,"neutral,neutral"
435,"positive,positive"
436,"positive,positive"
437,"positive,positive"
438,"neutral,neutral"
439,"neutral,neutral"
440,"negative,negative"
441,"neutral,neutral"
442,"neutral,neutral"
443,"positive,positive"
444,"negative,negative"
445,"neutral,neutral"
446,"positive,positive"
447,"positive,positive"
448,"positive,positive"
449,"neutral,neutral"
450,"neutral,neutral"
451,"positive,positive"
452,"neutral,neutral"
453,"neutral,neutral"
454,"positive,positive"
455,"neutral,neutral"
456,"positive,positive"
457,"positive,positive"
458,"positive,positive"
459,"neutral,neutral"
460,"neutral,neutral"
461,"neutral,neutral"
462,"positive,positive"
463,"positive,positive"
464,"positive,positive"
465,"negative,negative"
466,"negative,negative"
467,"neutral,neutral"
468,"positive,positive"
469,"negative,negative"
470,"positive,positive"
471,"neutral,neutral"
472,"negative,negative"
473,"positive,positive"
474,"neutral,neutral"
475,"positive,positive"
476,"neutral,neutral"
477,"negative,negative"
478,"neutral,neutral"
479,"positive,positive"
480,"positive,positive"
481,"positive,positive"
482,"negative,negative"
483,"positive,positive"
484,"positive,positive"
485,"negative,negative"
486,"neutral,neutral"
487,"negative,negative"
488,"positive,positive"
489,"neutral,neutral"
490,"positive,positive"
491,"neutral,neutral"
492,"positive,positive"
493,"positive,positive"
494,"positive,positive"
495,"neutral,neutral"
496,"negative,negative"
497,"neutral,neutral"
498,"positive,positive"
499,"positive,positive"
500,"neutral,neutral"
501,"positive,positive"
502,"negative,negative"
503,"negative,negative"
504,"positive,positive"
505,"neutral,neutral"
506,"neutral,neutral"
507,"positive,positive"
508,"neutral,neutral"
509,"neutral,neutral"
510,"positive,positive"
511,"negative,negative"
512,"positive,positive"
513,"neutral,neutral"
514,"neutral,neutral"
515,"positive,positive"
516,"negative,negative"
517,"positive,positive"
518,"neutral,neutral"
519,"neutral,neutral"
520,"neutral,neutral"
521,"negative,negative"
522,"neutral,neutral"
523,"positive,positive"
524,"neutral,neutral"
525,"negative,negative"
526,"neutral,neutral"
527,"positive,positive"
528,"negative,negative"
529,"negative,negative"
530,"positive,positive"
531,"negative,negative"
532,"neutral,neutral"
533,"neutral,neutral"
534,"positive,positive"
535,"negative,negative"
536,"neutral,neutral"
537,"negative,negative"
538,"neutral,neutral"
539,"negative,negative"
540,"positive,positive"
541,"neutral,neutral"
542,"positive,positive"
543,"positive,positive"
544,"negative,negative"
545,"positive,positive"
546,"positive,positive"
547,"negative,negative"
548,"neutral,neutral"
549,"positive,positive"
550,"neutral,neutral"
551,"positive,positive"
552,"neutral,neutral"
553,"neutral,neutral"
554,"positive,positive"
555,"negative,negative"
556,"negative,negative"
557,"neutral,neutral"
558,"neutral,neutral"
559,"negative,negative"
560,"neutral,neutral"
561,"positive,positive"
562,"negative,negative"
563,"positive,positive"
564,"negative,negative"
565,"positive,positive"
566,"negative,negative"
567,"positive,positive"
568,"negative,negative"
569,"positive,positive"
570,"positive,positive"
571,"neutral,neutral"
572,"neutral,neutral"
573,"neutral,neutral"
574,"positive,positive"
575,"positive,positive"
576,"neutral,neutral"
577,"positive,positive"
578,"neutral,neutral"
579,"positive,positive"
580,"neutral,neutral"
581,"positive,positive"
582,"neutral,neutral"
583,"negative,negative"
584,"negative,negative"
585,"neutral,neutral"
586,"positive,positive"
587,"neutral,neutral"
588,"neutral,neutral"
589,"neutral,neutral"
590,"negative,negative"
591,"neutral,neutral"
592,"neutral,neutral"
593,"negative,negative"
594,"positive,positive"
595,"positive,positive"
596,"positive,positive"
597,"positive,positive"
598,"positive,positive"
599,"negative,negative"
600,"positive,positive"
601,"neutral,neutral"
602,"positive,positive"
603,"positive,positive"
604,"positive,positive"
605,"neutral,neutral"
606,"negative,negative"
607,"negative,negative"
608,"neutral,neutral"
609,"negative,negative"
610,"neutral,neutral"
611,"positive,positive"
612,"neutral,neutral"
613,"negative,negative"
614,"neutral,neutral"
615,"negative,negative"
616,"positive,positive"
617,"neutral,neutral"
618,"positive,positive"
619,"positive,positive"
620,"neutral,neutral"
621,"neutral,neutral"
622,"positive,positive"
623,"negative,negative"
624,"negative,negative"
625,"positive,positive"
626,"positive,positive"
627,"negative,negative"
628,"positive,positive"
629,"positive,positive"
630,"positive,positive"
631,"neutral,neutral"
632,"negative,negative"
633,"positive,positive"
634,"negative,negative"
635,"neutral,neutral"
636,"neutral,neutral"
637,"positive,positive"
638,"positive,positive"
639,"positive,positive"
640,"positive,positive"
641,"positive,positive"
642,"neutral,neutral"
643,"neutral,neutral"
644,"positive,positive"
645,"positive,positive"
646,"positive,positive"
647,"positive,positive"
648,"negative,negative"
649,"neutral,neutral"
650,"positive,positive"
651,"positive,positive"
652,"positive,positive"
653,"positive,positive"
654,"neutral,neutral"
655,"positive,positive"
656,"positive,positive"
657,"positive,positive"
658,"positive,positive"
659,"negative,negative"
660,"negative,negative"
661,"neutral,neutral"
662,"neutral,neutral"
663,"positive,positive"
664,"neutral,neutral"
665,"neutral,neutral"
666,"positive,positive"
667,"neutral,neutral"
668,"neutral,neutral"
669,"negative,negative"
670,"negative,negative"
671,"negative,negative"
672,"negative,negative"
673,"positive,positive"
674,"negative,negative"
675,"positive,positive"
676,"neutral,neutral"
677,"positive,positive"
678,"neutral,neutral"
679,"positive,positive"
680,"positive,positive"
681,"positive,positive"
682,"neutral,neutral"
683,"neutral,neutral"
684,"positive,positive"
685,"positive,positive"
686,"neutral,neutral"
687,"neutral,neutral"
688,"negative,negative"
689,"positive,positive"
690,"positive,positive"
691,"negative,negative"
692,"negative,negative"
693,"neutral,neutral"
694,"positive,positive"
695,"negative,negative"
696,"negative,negative"
697,"positive,positive"
698,"positive,positive"
699,"neutral,neutral"
700,"positive,positive"
701,"positive,positive"
702,"neutral,neutral"
703,"positive,positive"
704,"negative,negative"
705,"positive,positive"
706,"neutral,neutral"
707,"positive,positive"
708,"positive,positive"
709,"positive,positive"
710,"positive,positive"
711,"negative,negative"
712,"neutral,neutral"
713,"negative,negative"
714,"negative,negative"
715,"positive,positive"
716,"neutral,neutral"
717,"negative,negative"
718,"neutral,neutral"
719,"neutral,neutral"
720,"neutral,neutral"
721,"positive,positive"
722,"positive,positive"
723,"neutral,neutral"
724,"neutral,neutral"
725,"positive,positive"
726,"negative,negative"
727,"neutral,neutral"
728,"positive,positive"
729,"neutral,neutral"
730,"positive,positive"
731,"neutral,neutral"
732,"positive,positive"
733,"positive,positive"
734,"positive,positive"
735,"negative,negative"
736,"positive,positive"
737,"negative,negative"
738,"positive,positive"
739,"neutral,neutral"
740,"negative,negative"
741,"neutral,neutral"
742,"positive,positive"
743,"neutral,neutral"
744,"positive,positive"
745,"positive,positive"
746,"negative,negative"
747,"positive,positive"
748,"neutral,neutral"
749,"negative,negative"
750,"positive,positive"
751,"positive,positive"
752,"positive,positive"
753,"neutral,neutral"
754,"positive,positive"
755,"neutral,neutral"
756,"negative,negative"
757,"positive,positive"
758,"neutral,neutral"
759,"neutral,neutral"
760,"neutral,neutral"
761,"neutral,neutral"
762,"negative,negative"
763,"neutral,neutral"
764,"positive,positive"
765,"positive,positive"
766,"negative,negative"
767,"neutral,neutral"
768,"neutral,neutral"
769,"positive,positive"
770,"positive,positive"
771,"negative,negative"
772,"positive,positive"
773,"neutral,neutral"
774,"positive,positive"
775,"negative,negative"
776,"positive,positive"
777,"neutral,neutral"
778,"negative,negative"
779,"neutral,neutral"
780,"positive,positive"
781,"negative,negative"
782,"positive,positive"
783,"neutral,neutral"
784,"positive,positive"
785,"negative,negative"
786,"neutral,neutral"
787,"positive,positive"
788,"positive,positive"
789,"neutral,neutral"
790,"neutral,neutral"
791,"negative,negative"
792,"negative,negative"
793,"neutral,neutral"
794,"positive,positive"
795,"neutral,neutral"
796,"positive,positive"
797,"positive,positive"
798,"neutral,neutral"
799,"neutral,neutral"
800,"neutral,neutral"
801,"positive,positive"
802,"positive,positive"
803,"positive,positive"
804,"negative,negative"
805,"positive,positive"
806,"positive,positive"
807,"positive,positive"
808,"positive,positive"
809,"positive,positive"
810,"negative,negative"
811,"positive,positive"
812,"positive,positive"
813,"negative,negative"
814,"neutral,neutral"
815,"positive,positive"
816,"negative,negative"
817,"neutral,neutral"
818,"positive,positive"
819,"negative,negative"
820,"positive,positive"
821,"positive,positive"
822,"positive,positive"
823,"positive,positive"
824,"positive,positive"
825,"negative,negative"
826,"positive,positive"
827,"positive,positive"
828,"positive,positive"
829,"negative,negative"
830,"negative,negative"
831,"positive,positive"
832,"positive,positive"
833,"neutral,neutral"
834,"neutral,neutral"
835,"positive,positive"
836,"positive,positive"
837,"positive,positive"
838,"neutral,neutral"
839,"neutral,neutral"
840,"neutral,neutral"
841,"positive,positive"
842,"negative,negative"
843,"neutral,neutral"
844,"negative,negative"
845,"positive,positive"
846,"positive,positive"
847,"neutral,neutral"
848,"neutral,neutral"
849,"positive,positive"
850,"neutral,neutral"
851,"neutral,neutral"
852,"negative,negative"
853,"negative,negative"
854,"negative,negative"
855,"negative,negative"
856,"positive,positive"
857,"negative,negative"
858,"positive,positive"
859,"neutral,neutral"
860,"positive,positive"
861,"neutral,neutral"
862,"positive,positive"
863,"neutral,neutral"
864,"positive,positive"
865,"negative,negative"
866,"positive,positive"
867,"positive,positive"
868,"positive,positive"
869,"positive,positive"
870,"negative,negative"
871,"positive,positive"
872,"positive,positive"
873,"neutral,neutral"
874,"negative,negative"
875,"positive,positive"
876,"positive,positive"
877,"neutral,neutral"
878,"neutral,neutral"
879,"negative,negative"
880,"neutral,neutral"
881,"neutral,neutral"
882,"neutral,neutral"
883,"negative,negative"
884,"positive,positive"
885,"neutral,neutral"
886,"neutral,neutral"
887,"neutral,neutral"
888,"positive,positive"
889,"negative,negative"
890,"negative,negative"
891,"negative,negative"
892,"neutral,neutral"
893,"neutral,neutral"
894,"neutral,neutral"
895,"negative,negative"
896,"positive,positive"
897,"neutral,neutral"
898,"negative,negative"
899,"positive,positive"
900,"positive,positive"
901,"positive,positive"
902,"neutral,neutral"
903,"neutral,neutral"
904,"positive,positive"
905,"positive,positive"
906,"positive,positive"
907,"neutral,neutral"
908,"negative,negative"
909,"negative,negative"
910,"positive,positive"
911,"positive,positive"
912,"neutral,neutral"
913,"positive,positive"
914,"positive,positive"
915,"positive,positive"
916,"positive,positive"
917,"negative,negative"
918,"negative,negative"
919,"negative,negative"
920,"neutral,neutral"
921,"neutral,neutral"
922,"negative,negative"
923,"positive,positive"
924,"neutral,neutral"
925,"negative,negative"
926,"neutral,neutral"
927,"neutral,neutral"
928,"positive,positive"
929,"positive,positive"
930,"neutral,neutral"
931,"neutral,neutral"
932,"positive,positive"
933,"positive,positive"
934,"positive,positive"
935,"negative,negative"
936,"neutral,neutral"
937,"positive,positive"
938,"negative,negative"
939,"positive,positive"
940,"positive,positive"
941,"positive,positive"
942,"positive,positive"
943,"neutral,neutral"
944,"negative,negative"
945,"neutral,neutral"
946,"neutral,neutral"
947,"negative,negative"
948,"negative,negative"
949,"negative,negative"
950,"neutral,neutral"
951,"negative,negative"
952,"positive,positive"
953,"positive,positive"
954,"positive,positive"
955,"positive,positive"
956,"negative,negative"
957,"neutral,neutral"
958,"neutral,neutral"
959,"positive,positive"
960,"negative,negative"
961,"negative,negative"
962,"neutral,neutral"
963,"neutral,neutral"
964,"negative,negative"
965,"negative,negative"
966,"positive,positive"
967,"neutral,neutral"
968,"neutral,neutral"
969,"negative,negative"
970,"negative,negative"
971,"positive,positive"
972,"negative,negative"
973,"positive,positive"
974,"neutral,neutral"
975,"neutral,neutral"
976,"positive,positive"
977,"neutral,neutral"
978,"positive,positive"
979,"negative,negative"
980,"positive,positive"
981,"neutral,neutral"
982,"negative,negative"
983,"neutral,neutral"
984,"neutral,neutral"
985,"positive,positive"
986,"negative,negative"
987,"positive,positive"
988,"negative,negative"
989,"positive,positive"
990,"positive,positive"
991,"positive,positive"
992,"neutral,neutral"
993,"positive,positive"
994,"neutral,neutral"
995,"positive,positive"
996,"neutral,neutral"
997,"neutral,neutral"
998,"negative,negative"
999,"neutral,neutral"
1000,"positive,positive"
1001,"neutral,neutral"
1002,"neutral,neutral"
1003,"positive,positive"
1004,"positive,positive"
1005,"positive,positive"
1006,"neutral,neutral"
1007,"neutral,neutral"
1008,"neutral,neutral"
1009,"positive,positive"
1010,"neutral,neutral"
1011,"negative,negative"
1012,"negative,negative"
1013,"neutral,neutral"
1014,"neutral,neutral"
1015,"positive,positive"
1016,"positive,positive"
1017,"neutral,neutral"
1018,"neutral,neutral"
1019,"neutral,neutral"
1020,"neutral,neutral"
1021,"negative,negative"
1022,"positive,positive"
1023,"negative,negative"
1024,"positive,positive"
1025,"neutral,neutral"
1026,"negative,negative"
1027,"negative,negative"
1028,"positive,positive"
1029,"negative,negative"
1030,"negative,negative"
1031,"positive,positive"
1032,"positive,positive"
1033,"positive,positive"
1034,"neutral,neutral"
1035,"neutral,neutral"
1036,"positive,positive"
1037,"neutral,neutral"
1038,"negative,negative"
1039,"negative,negative"
1040,"neutral,neutral"
1041,"positive,positive"
1042,"positive,positive"
1043,"positive,positive"
1044,"neutral,neutral"
1045,"positive,positive"
1046,"neutral,neutral"
1047,"neutral,neutral"
1048,"neutral,neutral"
1049,"neutral,neutral"
1050,"negative,negative"
1051,"positive,positive"
1052,"positive,positive"
1053,"neutral,neutral"
1054,"positive,positive"
1055,"positive,positive"
1056,"positive,positive"
1057,"negative,negative"
1058,"negative,negative"
1059,"negative,negative"
1060,"negative,negative"
1061,"neutral,neutral"
1062,"neutral,neutral"
1063,"negative,negative"
1064,"neutral,neutral"
1065,"positive,positive"
1066,"neutral,neutral"
1067,"neutral,neutral"
1068,"positive,positive"
1069,"neutral,neutral"
1070,"negative,negative"
1071,"negative,negative"
1072,"negative,negative"
1073,"negative,negative"
1074,"positive,positive"
1075,"positive,positive"
1076,"positive,positive"
1077,"negative,negative"
1078,"positive,positive"
1079,"neutral,neutral"
1080,"neutral,neutral"
1081,"negative,negative"
1082,"positive,positive"
1083,"negative,negative"
1084,"negative,negative"
1085,"negative,negative"
1086,"neutral,neutral"
1087,"negative,negative"
1088,"neutral,neutral"
1089,"positive,positive"
1090,"positive,positive"
1091,"positive,positive"
1092,"neutral,neutral"
1093,"positive,positive"
1094,"positive,positive"
1095,"neutral,neutral"
1096,"positive,positive"
1097,"neutral,neutral"
1098,"positive,positive"
1099,"positive,positive"
1100,"positive,positive"
1101,"positive,positive"
1102,"positive,positive"
1103,"neutral,neutral"
1104,"positive,positive"
1105,"neutral,neutral"
1106,"negative,negative"
1107,"negative,negative"
1108,"neutral,neutral"
1109,"negative,negative"
1110,"positive,positive"
1111,"positive,positive"
1112,"neutral,neutral"
1113,"positive,positive"
1114,"positive,positive"
1115,"positive,positive"
1116,"positive,positive"
1117,"positive,positive"
1118,"negative,negative"
1119,"positive,positive"
1120,"neutral,neutral"
1121,"neutral,neutral"
1122,"positive,positive"
1123,"negative,negative"
1124,"neutral,neutral"
1125,"positive,positive"
1126,"negative,negative"
1127,"neutral,neutral"
1128,"positive,positive"
1129,"negative,negative"
1130,"positive,positive"
1131,"neutral,neutral"
1132,"positive,positive"
1133,"neutral,neutral"
1134,"positive,positive"
1135,"negative,negative"
1136,"negative,negative"
1137,"neutral,neutral"
1138,"positive,positive"
1139,"neutral,neutral"
1140,"positive,positive"
1141,"positive,positive"
1142,"negative,negative"
1143,"positive,positive"
1144,"negative,negative"
1145,"neutral,neutral"
1146,"neutral,neutral"
1147,"positive,positive"
1148,"negative,negative"
1149,"negative,negative"
1150,"neutral,neutral"
1151,"positive,positive"
1152,"positive,positive"
1153,"negative,negative"
1154,"positive,positive"
1155,"positive,positive"
1156,"negative,negative"
1157,"positive,positive"
1158,"positive,positive"
1159,"neutral,neutral"
1160,"positive,positive"
1161,"neutral,neutral"
1162,"neutral,neutral"
1163,"neutral,neutral"
1164,"positive,positive"
1165,"negative,negative"
1166,"negative,negative"
1167,"positive,positive"
1168,"negative,negative"
1169,"neutral,neutral"
1170,"negative,negative"
1171,"positive,positive"
1172,"neutral,neutral"
1173,"positive,positive"
1174,"negative,negative"
1175,"neutral,neutral"
1176,"neutral,neutral"
1177,"neutral,neutral"
1178,"negative,negative"
1179,"neutral,neutral"
1180,"positive,positive"
1181,"positive,positive"
1182,"positive,positive"
1183,"negative,negative"
1184,"positive,positive"
1185,"positive,positive"
1186,"positive,positive"
1187,"negative,negative"
1188,"positive,positive"
1189,"negative,negative"
1190,"neutral,neutral"
1191,"negative,negative"
1192,"neutral,neutral"
1193,"positive,positive"
1194,"neutral,neutral"
1195,"neutral,neutral"
1196,"positive,positive"
1197,"neutral,neutral"
1198,"neutral,neutral"
1199,"neutral,neutral"
1200,"neutral,neutral"
1201,"positive,positive"
1202,"positive,positive"
1203,"neutral,neutral"
1204,"negative,negative"
1205,"negative,negative"
1206,"negative,negative"
1207,"positive,positive"
1208,"positive,positive"
1209,"positive,positive"
1210,"positive,positive"
1211,"positive,positive"
1212,"positive,positive"
1213,"neutral,neutral"
1214,"neutral,neutral"
1215,"positive,positive"
1216,"positive,positive"
1217,"neutral,neutral"
1218,"positive,positive"
1219,"neutral,neutral"
1220,"neutral,neutral"
1221,"positive,positive"
1222,"positive,positive"
1223,"neutral,neutral"
1224,"positive,positive"
1225,"neutral,neutral"
1226,"positive,positive"
1227,"positive,positive"
1228,"positive,positive"
1229,"positive,positive"
1230,"positive,positive"
1231,"positive,positive"
1232,"positive,positive"
1233,"positive,positive"
1234,"positive,positive"
1235,"positive,positive"
1236,"positive,positive"
1237,"neutral,neutral"
1238,"positive,positive"
1239,"neutral,neutral"
1240,"neutral,neutral"
1241,"positive,positive"
1242,"neutral,neutral"
1243,"neutral,neutral"
1244,"positive,positive"
1245,"neutral,neutral"
1246,"neutral,neutral"
1247,"neutral,neutral"
1248,"neutral,neutral"
1249,"neutral,neutral"
1250,"negative,negative"
1251,"neutral,neutral"
1252,"neutral,neutral"
1253,"positive,positive"
1254,"positive,positive"
1255,"positive,positive"
1256,"neutral,neutral"
1257,"neutral,neutral"
1258,"positive,positive"
1259,"neutral,neutral"
1260,"neutral,neutral"
1261,"positive,positive"
1262,"positive,positive"
1263,"positive,positive"
1264,"positive,positive"
1265,"neutral,neutral"
1266,"neutral,neutral"
1267,"neutral,neutral"
1268,"neutral,neutral"
1269,"neutral,neutral"
1270,"positive,positive"
1271,"neutral,neutral"
1272,"positive,positive"
1273,"positive,positive"
1274,"positive,positive"
1275,"positive,positive"
1276,"positive,positive"
1277,"positive,positive"
1278,"neutral,neutral"
1279,"positive,positive"
1280,"neutral,neutral"
1281,"positive,positive"
