id,label
128,"negative,negative"
129,"positive,positive"
130,"positive,positive"
131,"negative,negative"
132,"positive,positive"
133,"neutral,neutral"
134,"positive,positive"
135,"positive,positive"
136,"positive,positive"
137,"neutral,neutral"
138,"positive,positive"
139,"neutral,neutral"
140,"positive,positive"
141,"positive,positive"
142,"positive,positive"
143,"neutral,neutral"
144,"positive,positive"
145,"positive,positive"
146,"positive,positive"
147,"positive,positive"
148,"negative,negative"
149,"positive,positive"
150,"neutral,neutral"
151,"positive,positive"
152,"positive,positive"
153,"negative,negative"
154,"negative,negative"
155,"positive,positive"
156,"positive,positive"
157,"positive,positive"
158,"negative,negative"
159,"neutral,neutral"
160,"positive,positive"
161,"positive,positive"
162,"positive,positive"
163,"negative,negative"
164,"positive,positive"
165,"positive,positive"
166,"positive,positive"
167,"positive,positive"
168,"positive,positive"
169,"positive,positive"
170,"positive,positive"
171,"positive,positive"
172,"positive,positive"
173,"negative,negative"
174,"neutral,neutral"
175,"neutral,neutral"
176,"positive,positive"
177,"positive,positive"
178,"neutral,neutral"
179,"positive,positive"
180,"negative,negative"
181,"positive,positive"
182,"negative,negative"
183,"negative,negative"
184,"negative,negative"
185,"positive,positive"
186,"positive,positive"
187,"positive,positive"
188,"negative,negative"
189,"negative,negative"
190,"negative,negative"
191,"positive,positive"
192,"neutral,neutral"
193,"positive,positive"
194,"negative,negative"
195,"negative,negative"
196,"negative,negative"
197,"negative,negative"
198,"negative,negative"
199,"positive,positive"
200,"negative,negative"
201,"positive,positive"
202,"positive,positive"
203,"neutral,neutral"
204,"positive,positive"
205,"positive,positive"
206,"positive,positive"
207,"positive,positive"
208,"positive,positive"
209,"positive,positive"
210,"positive,positive"
211,"neutral,neutral"
212,"positive,positive"
213,"positive,positive"
214,"positive,positive"
215,"positive,positive"
216,"positive,positive"
217,"positive,positive"
218,"positive,positive"
219,"positive,positive"
220,"positive,positive"
221,"positive,positive"
222,"positive,positive"
223,"positive,positive"
224,"negative,negative"
225,"positive,positive"
226,"negative,negative"
227,"positive,positive"
228,"positive,positive"
229,"positive,positive"
230,"positive,positive"
231,"positive,positive"
232,"neutral,neutral"
233,"positive,positive"
234,"neutral,neutral"
235,"negative,negative"
236,"positive,positive"
237,"negative,negative"
238,"negative,negative"
239,"negative,negative"
240,"positive,positive"
241,"positive,positive"
242,"negative,negative"
243,"negative,negative"
244,"negative,negative"
245,"positive,positive"
246,"positive,positive"
247,"negative,negative"
248,"positive,positive"
249,"negative,negative"
250,"positive,positive"
251,"positive,positive"
252,"negative,negative"
253,"positive,positive"
254,"positive,positive"
255,"positive,positive"
256,"positive,positive"
257,"neutral,neutral"
258,"positive,positive"
259,"positive,positive"
260,"negative,negative"
261,"negative,negative"
262,"positive,positive"
263,"positive,positive"
264,"positive,positive"
265,"positive,positive"
266,"positive,positive"
267,"positive,positive"
268,"negative,negative"
269,"positive,positive"
270,"positive,positive"
271,"positive,positive"
272,"positive,positive"
273,"negative,negative"
274,"positive,positive"
275,"positive,positive"
276,"positive,positive"
277,"positive,positive"
278,"positive,positive"
279,"positive,positive"
280,"positive,positive"
281,"positive,positive"
282,"positive,positive"
283,"positive,positive"
284,"negative,negative"
285,"positive,positive"
286,"positive,positive"
287,"positive,positive"
288,"negative,negative"
289,"positive,positive"
290,"positive,positive"
291,"positive,positive"
292,"positive,positive"
293,"positive,positive"
294,"positive,positive"
295,"positive,positive"
296,"positive,positive"
297,"negative,negative"
298,"negative,negative"
299,"positive,positive"
300,"positive,positive"
301,"negative,negative"
302,"negative,negative"
303,"negative,negative"
304,"positive,positive"
305,"positive,positive"
306,"negative,negative"
307,"positive,positive"
308,"positive,positive"
309,"negative,negative"
310,"positive,positive"
311,"positive,positive"
312,"neutral,neutral"
313,"negative,negative"
314,"negative,negative"
315,"negative,negative"
316,"neutral,neutral"
317,"positive,positive"
318,"positive,positive"
319,"positive,positive"
320,"positive,positive"
321,"neutral,neutral"
322,"positive,positive"
323,"positive,positive"
324,"positive,positive"
325,"negative,negative"
326,"negative,negative"
327,"negative,negative"
328,"negative,negative"
329,"negative,negative"
330,"positive,positive"
331,"positive,positive"
332,"positive,positive"
333,"negative,negative"
334,"positive,positive"
335,"neutral,neutral"
336,"positive,positive"
337,"neutral,neutral"
338,"positive,positive"
339,"positive,positive"
340,"negative,negative"
341,"positive,positive"
342,"negative,negative"
343,"positive,positive"
344,"positive,positive"
345,"negative,negative"
346,"positive,positive"
347,"positive,positive"
348,"negative,negative"
349,"negative,negative"
350,"positive,positive"
351,"neutral,neutral"
352,"negative,negative"
353,"negative,negative"
354,"negative,negative"
355,"positive,positive"
356,"negative,negative"
357,"positive,positive"
358,"negative,negative"
359,"negative,negative"
360,"negative,negative"
361,"negative,negative"
362,"negative,negative"
363,"negative,negative"
364,"negative,negative"
365,"positive,positive"
366,"positive,positive"
367,"positive,positive"
368,"neutral,neutral"
369,"negative,negative"
370,"positive,positive"
371,"negative,negative"
372,"positive,positive"
373,"negative,negative"
374,"positive,positive"
375,"neutral,neutral"
376,"positive,positive"
377,"positive,positive"
378,"positive,positive"
379,"positive,positive"
380,"positive,positive"
381,"positive,positive"
382,"positive,positive"
383,"negative,negative"
384,"positive,positive"
385,"positive,positive"
386,"negative,negative"
387,"positive,positive"
388,"positive,positive"
389,"negative,negative"
390,"positive,positive"
391,"neutral,neutral"
392,"negative,negative"
393,"neutral,neutral"
394,"positive,positive"
395,"neutral,neutral"
396,"positive,positive"
397,"negative,negative"
398,"positive,positive"
399,"positive,positive"
400,"neutral,neutral"
401,"positive,positive"
402,"positive,positive"
403,"neutral,neutral"
404,"neutral,neutral"
405,"positive,positive"
406,"positive,positive"
407,"positive,positive"
408,"positive,positive"
409,"negative,negative"
410,"positive,positive"
411,"positive,positive"
412,"positive,positive"
413,"positive,positive"
414,"negative,negative"
415,"neutral,neutral"
416,"negative,negative"
417,"negative,negative"
418,"negative,negative"
419,"negative,negative"
420,"positive,positive"
421,"positive,positive"
422,"negative,negative"
423,"negative,negative"
424,"negative,negative"
425,"negative,negative"
426,"positive,positive"
427,"positive,positive"
428,"positive,positive"
429,"positive,positive"
430,"positive,positive"
431,"positive,positive"
432,"positive,positive"
433,"negative,negative"
434,"positive,positive"
435,"positive,positive"
436,"positive,positive"
437,"positive,positive"
438,"positive,positive"
439,"negative,negative"
440,"positive,positive"
441,"positive,positive"
442,"positive,positive"
443,"neutral,neutral"
444,"negative,negative"
445,"negative,negative"
446,"negative,negative"
447,"positive,positive"
448,"negative,negative"
449,"positive,positive"
450,"positive,positive"
451,"positive,positive"
452,"positive,positive"
453,"positive,positive"
454,"positive,positive"
455,"positive,positive"
456,"positive,positive"
457,"positive,positive"
458,"positive,positive"
459,"positive,positive"
460,"positive,positive"
461,"neutral,neutral"
462,"positive,positive"
463,"positive,positive"
464,"neutral,neutral"
465,"positive,positive"
466,"positive,positive"
467,"positive,positive"
468,"positive,positive"
469,"positive,positive"
470,"neutral,neutral"
471,"positive,positive"
472,"positive,positive"
473,"positive,positive"
474,"positive,positive"
475,"neutral,neutral"
476,"positive,positive"
477,"positive,positive"
478,"positive,positive"
479,"positive,positive"
480,"positive,positive"
481,"positive,positive"
482,"positive,positive"
483,"positive,positive"
484,"neutral,neutral"
485,"negative,negative"
486,"positive,positive"
487,"neutral,neutral"
488,"positive,positive"
489,"positive,positive"
490,"positive,positive"
491,"positive,positive"
492,"positive,positive"
493,"positive,positive"
494,"negative,negative"
495,"positive,positive"
496,"positive,positive"
497,"negative,negative"
498,"negative,negative"
499,"positive,positive"
500,"positive,positive"
501,"neutral,neutral"
502,"positive,positive"
503,"positive,positive"
504,"negative,negative"
505,"negative,negative"
506,"neutral,neutral"
507,"positive,positive"
508,"positive,positive"
509,"positive,positive"
510,"positive,positive"
511,"positive,positive"
512,"negative,negative"
513,"negative,negative"
514,"positive,positive"
515,"positive,positive"
516,"positive,positive"
517,"positive,positive"
518,"positive,positive"
519,"positive,positive"
520,"negative,negative"
521,"negative,negative"
522,"positive,positive"
523,"positive,positive"
524,"positive,positive"
525,"positive,positive"
526,"positive,positive"
527,"negative,negative"
528,"negative,negative"
529,"positive,positive"
530,"positive,positive"
531,"positive,positive"
532,"positive,positive"
533,"neutral,neutral"
534,"neutral,neutral"
535,"neutral,neutral"
536,"positive,positive"
537,"positive,positive"
538,"positive,positive"
539,"neutral,neutral"
540,"neutral,neutral"
541,"neutral,neutral"
542,"negative,negative"
543,"positive,positive"
544,"neutral,neutral"
545,"positive,positive"
546,"negative,negative"
547,"positive,positive"
548,"negative,negative"
549,"negative,negative"
550,"positive,positive"
551,"positive,positive"
552,"positive,positive"
553,"negative,negative"
554,"positive,positive"
555,"positive,positive"
556,"positive,positive"
557,"negative,negative"
558,"positive,positive"
559,"negative,negative"
560,"neutral,neutral"
561,"positive,positive"
562,"positive,positive"
563,"positive,positive"
564,"positive,positive"
565,"neutral,neutral"
566,"positive,positive"
567,"positive,positive"
568,"neutral,neutral"
569,"neutral,neutral"
570,"positive,positive"
571,"positive,positive"
572,"neutral,neutral"
573,"positive,positive"
574,"neutral,neutral"
575,"positive,positive"
576,"negative,negative"
577,"neutral,neutral"
578,"negative,negative"
579,"positive,positive"
580,"negative,negative"
581,"negative,negative"
582,"positive,positive"
583,"positive,positive"
584,"negative,negative"
585,"neutral,neutral"
586,"positive,positive"
587,"negative,negative"
588,"negative,negative"
589,"positive,positive"
590,"positive,positive"
591,"positive,positive"
592,"positive,positive"
593,"positive,positive"
594,"neutral,neutral"
595,"positive,positive"
596,"positive,positive"
597,"positive,positive"
598,"positive,positive"
599,"positive,positive"
600,"positive,positive"
601,"negative,negative"
602,"negative,negative"
603,"positive,positive"
604,"positive,positive"
605,"positive,positive"
606,"negative,negative"
607,"positive,positive"
608,"positive,positive"
609,"negative,negative"
610,"positive,positive"
611,"positive,positive"
612,"negative,negative"
613,"negative,negative"
614,"neutral,neutral"
615,"negative,negative"
616,"negative,negative"
617,"positive,positive"
618,"positive,positive"
619,"negative,negative"
620,"positive,positive"
621,"neutral,neutral"
622,"positive,positive"
623,"negative,negative"
624,"positive,positive"
625,"positive,positive"
626,"positive,positive"
627,"positive,positive"
628,"negative,negative"
629,"positive,positive"
630,"negative,negative"
631,"positive,positive"
632,"negative,negative"
633,"negative,negative"
634,"positive,positive"
635,"positive,positive"
636,"neutral,neutral"
637,"positive,positive"
638,"positive,positive"
639,"positive,positive"
640,"negative,negative"
641,"positive,positive"
642,"negative,negative"
643,"negative,negative"
644,"negative,negative"
645,"positive,positive"
646,"negative,negative"
647,"positive,positive"
648,"positive,positive"
649,"positive,positive"
650,"positive,positive"
651,"neutral,neutral"
652,"positive,positive"
653,"positive,positive"
654,"positive,positive"
655,"positive,positive"
656,"positive,positive"
657,"positive,positive"
658,"positive,positive"
659,"positive,positive"
660,"positive,positive"
661,"neutral,neutral"
662,"negative,negative"
663,"neutral,neutral"
664,"positive,positive"
665,"positive,positive"
666,"negative,negative"
667,"positive,positive"
668,"positive,positive"
669,"positive,positive"
670,"negative,negative"
671,"positive,positive"
672,"positive,positive"
673,"negative,negative"
674,"negative,negative"
675,"negative,negative"
676,"positive,positive"
677,"positive,positive"
678,"positive,positive"
679,"positive,positive"
680,"positive,positive"
681,"positive,positive"
682,"positive,positive"
683,"positive,positive"
684,"positive,positive"
685,"positive,positive"
686,"positive,positive"
687,"positive,positive"
688,"positive,positive"
689,"positive,positive"
690,"negative,negative"
691,"negative,negative"
692,"positive,positive"
693,"neutral,neutral"
694,"neutral,neutral"
695,"positive,positive"
696,"neutral,neutral"
697,"positive,positive"
698,"positive,positive"
699,"positive,positive"
700,"positive,positive"
701,"neutral,neutral"
702,"positive,positive"
703,"positive,positive"
704,"positive,positive"
705,"positive,positive"
706,"positive,positive"
707,"positive,positive"
708,"negative,negative"
709,"positive,positive"
710,"positive,positive"
711,"positive,positive"
712,"positive,positive"
713,"positive,positive"
714,"positive,positive"
715,"negative,negative"
716,"neutral,neutral"
717,"neutral,neutral"
718,"positive,positive"
719,"negative,negative"
720,"negative,negative"
721,"negative,negative"
722,"positive,positive"
723,"negative,negative"
724,"positive,positive"
725,"neutral,neutral"
726,"positive,positive"
727,"positive,positive"
728,"positive,positive"
729,"positive,positive"
730,"positive,positive"
731,"neutral,neutral"
732,"neutral,neutral"
733,"positive,positive"
734,"positive,positive"
735,"positive,positive"
736,"positive,positive"
737,"positive,positive"
738,"positive,positive"
739,"negative,negative"
740,"positive,positive"
741,"positive,positive"
742,"negative,negative"
743,"positive,positive"
744,"positive,positive"
745,"negative,negative"
746,"positive,positive"
747,"positive,positive"
748,"positive,positive"
749,"positive,positive"
750,"positive,positive"
751,"positive,positive"
752,"positive,positive"
753,"positive,positive"
754,"positive,positive"
755,"negative,negative"
756,"negative,negative"
757,"positive,positive"
758,"positive,positive"
759,"positive,positive"
760,"positive,positive"
761,"positive,positive"
762,"neutral,neutral"
763,"negative,negative"
764,"positive,positive"
765,"neutral,neutral"
766,"positive,positive"
767,"negative,negative"
768,"positive,positive"
769,"negative,negative"
770,"positive,positive"
771,"positive,positive"
772,"positive,positive"
773,"negative,negative"
774,"negative,negative"
775,"negative,negative"
776,"positive,positive"
777,"positive,positive"
778,"positive,positive"
779,"positive,positive"
780,"positive,positive"
781,"positive,positive"
782,"positive,positive"
783,"neutral,neutral"
784,"neutral,neutral"
785,"positive,positive"
786,"positive,positive"
787,"positive,positive"
788,"positive,positive"
789,"positive,positive"
790,"negative,negative"
791,"positive,positive"
792,"negative,negative"
793,"neutral,neutral"
794,"positive,positive"
795,"positive,positive"
796,"positive,positive"
797,"negative,negative"
798,"positive,positive"
799,"neutral,neutral"
800,"positive,positive"
801,"neutral,neutral"
802,"negative,negative"
803,"negative,negative"
804,"neutral,neutral"
805,"negative,negative"
806,"neutral,neutral"
807,"negative,negative"
808,"positive,positive"
809,"negative,negative"
810,"negative,negative"
811,"positive,positive"
812,"negative,negative"
813,"positive,positive"
814,"positive,positive"
815,"negative,negative"
816,"negative,negative"
817,"negative,negative"
818,"negative,negative"
819,"negative,negative"
820,"positive,positive"
821,"negative,negative"
822,"positive,positive"
823,"positive,positive"
824,"positive,positive"
825,"positive,positive"
826,"positive,positive"
827,"positive,positive"
828,"positive,positive"
829,"positive,positive"
830,"positive,positive"
831,"positive,positive"
832,"positive,positive"
833,"positive,positive"
834,"negative,negative"
835,"positive,positive"
836,"negative,negative"
837,"positive,positive"
838,"positive,positive"
839,"positive,positive"
840,"neutral,neutral"
841,"negative,negative"
842,"positive,positive"
843,"negative,negative"
844,"negative,negative"
845,"negative,negative"
846,"neutral,neutral"
847,"positive,positive"
848,"positive,positive"
849,"positive,positive"
850,"positive,positive"
851,"positive,positive"
852,"positive,positive"
853,"positive,positive"
854,"negative,negative"
855,"negative,negative"
856,"negative,negative"
857,"negative,negative"
858,"negative,negative"
859,"positive,positive"
860,"positive,positive"
861,"positive,positive"
862,"neutral,neutral"
863,"negative,negative"
864,"negative,negative"
865,"negative,negative"
866,"negative,negative"
867,"positive,positive"
868,"positive,positive"
869,"negative,negative"
870,"negative,negative"
871,"neutral,neutral"
872,"negative,negative"
873,"neutral,neutral"
874,"positive,positive"
875,"positive,positive"
876,"positive,positive"
877,"positive,positive"
878,"negative,negative"
879,"negative,negative"
880,"positive,positive"
881,"positive,positive"
882,"negative,negative"
883,"positive,positive"
884,"positive,positive"
885,"positive,positive"
886,"negative,negative"
887,"positive,positive"
888,"negative,negative"
889,"negative,negative"
890,"positive,positive"
891,"negative,negative"
892,"negative,negative"
893,"neutral,neutral"
894,"positive,positive"
895,"positive,positive"
896,"negative,negative"
897,"positive,positive"
898,"negative,negative"
899,"positive,positive"
900,"positive,positive"
901,"positive,positive"
902,"positive,positive"
903,"negative,negative"
904,"positive,positive"
905,"positive,positive"
906,"positive,positive"
907,"positive,positive"
908,"positive,positive"
909,"positive,positive"
910,"positive,positive"
911,"positive,positive"
912,"positive,positive"
913,"positive,positive"
914,"positive,positive"
915,"neutral,neutral"
916,"neutral,neutral"
917,"positive,positive"
918,"positive,positive"
919,"positive,positive"
920,"positive,positive"
921,"positive,positive"
922,"positive,positive"
923,"negative,negative"
924,"neutral,neutral"
925,"neutral,neutral"
926,"positive,positive"
927,"positive,positive"
928,"positive,positive"
929,"positive,positive"
930,"neutral,neutral"
931,"positive,positive"
932,"positive,positive"
933,"positive,positive"
934,"positive,positive"
935,"negative,negative"
936,"positive,positive"
937,"positive,positive"
938,"positive,positive"
939,"positive,positive"
940,"negative,negative"
941,"positive,positive"
942,"neutral,neutral"
943,"positive,positive"
944,"negative,negative"
945,"positive,positive"
946,"neutral,neutral"
947,"positive,positive"
948,"positive,positive"
949,"positive,positive"
950,"positive,positive"
951,"positive,positive"
952,"negative,negative"
953,"positive,positive"
954,"positive,positive"
955,"positive,positive"
956,"neutral,neutral"
957,"negative,negative"
958,"neutral,neutral"
959,"positive,positive"
960,"positive,positive"
961,"positive,positive"
962,"positive,positive"
963,"positive,positive"
964,"positive,positive"
965,"positive,positive"
966,"positive,positive"
967,"positive,positive"
968,"positive,positive"
969,"positive,positive"
970,"positive,positive"
971,"positive,positive"
972,"neutral,neutral"
973,"positive,positive"
974,"neutral,neutral"
975,"neutral,neutral"
976,"negative,negative"
977,"positive,positive"
978,"positive,positive"
979,"positive,positive"
980,"neutral,neutral"
981,"negative,negative"
982,"positive,positive"
983,"positive,positive"
984,"positive,positive"
985,"negative,negative"
986,"positive,positive"
987,"neutral,neutral"
988,"negative,negative"
989,"negative,negative"
990,"negative,negative"
991,"positive,positive"
992,"positive,positive"
993,"positive,positive"
994,"positive,positive"
995,"positive,positive"
996,"positive,positive"
997,"neutral,neutral"
998,"negative,negative"
999,"positive,positive"
1000,"neutral,neutral"
1001,"positive,positive"
1002,"neutral,neutral"
1003,"positive,positive"
1004,"positive,positive"
1005,"positive,positive"
1006,"positive,positive"
1007,"negative,negative"
1008,"positive,positive"
1009,"positive,positive"
1010,"positive,positive"
1011,"positive,positive"
1012,"positive,positive"
1013,"positive,positive"
1014,"positive,positive"
1015,"positive,positive"
1016,"negative,negative"
1017,"positive,positive"
1018,"neutral,neutral"
1019,"negative,negative"
1020,"positive,positive"
1021,"positive,positive"
1022,"positive,positive"
1023,"positive,positive"
1024,"positive,positive"
1025,"positive,positive"
1026,"positive,positive"
1027,"positive,positive"
1028,"positive,positive"
1029,"positive,positive"
1030,"positive,positive"
1031,"negative,negative"
1032,"positive,positive"
1033,"neutral,neutral"
1034,"positive,positive"
1035,"positive,positive"
1036,"positive,positive"
1037,"positive,positive"
1038,"positive,positive"
1039,"positive,positive"
1040,"positive,positive"
1041,"positive,positive"
1042,"positive,positive"
1043,"positive,positive"
1044,"negative,negative"
1045,"positive,positive"
1046,"negative,negative"
1047,"positive,positive"
1048,"positive,positive"
1049,"positive,positive"
1050,"positive,positive"
1051,"negative,negative"
1052,"negative,negative"
1053,"negative,negative"
1054,"neutral,neutral"
1055,"positive,positive"
1056,"positive,positive"
1057,"positive,positive"
1058,"negative,negative"
1059,"positive,positive"
1060,"positive,positive"
1061,"positive,positive"
1062,"positive,positive"
1063,"positive,positive"
1064,"positive,positive"
1065,"positive,positive"
1066,"positive,positive"
1067,"negative,negative"
1068,"negative,negative"
1069,"positive,positive"
1070,"positive,positive"
1071,"negative,negative"
1072,"positive,positive"
1073,"neutral,neutral"
1074,"positive,positive"
1075,"positive,positive"
1076,"negative,negative"
1077,"positive,positive"
1078,"positive,positive"
1079,"positive,positive"
1080,"positive,positive"
1081,"positive,positive"
1082,"neutral,neutral"
1083,"positive,positive"
1084,"positive,positive"
1085,"negative,negative"
1086,"negative,negative"
1087,"negative,negative"
1088,"negative,negative"
1089,"positive,positive"
1090,"positive,positive"
1091,"neutral,neutral"
1092,"positive,positive"
1093,"positive,positive"
1094,"neutral,neutral"
1095,"positive,positive"
1096,"positive,positive"
1097,"positive,positive"
1098,"positive,positive"
1099,"positive,positive"
1100,"positive,positive"
1101,"positive,positive"
1102,"negative,negative"
1103,"positive,positive"
1104,"positive,positive"
1105,"positive,positive"
1106,"positive,positive"
1107,"neutral,neutral"
1108,"neutral,neutral"
1109,"positive,positive"
1110,"positive,positive"
1111,"positive,positive"
1112,"positive,positive"
1113,"positive,positive"
1114,"positive,positive"
1115,"neutral,neutral"
1116,"positive,positive"
1117,"positive,positive"
1118,"positive,positive"
1119,"positive,positive"
1120,"neutral,neutral"
1121,"positive,positive"
1122,"neutral,neutral"
1123,"positive,positive"
1124,"positive,positive"
1125,"positive,positive"
1126,"positive,positive"
1127,"negative,negative"
1128,"positive,positive"
1129,"negative,negative"
1130,"positive,positive"
1131,"positive,positive"
1132,"positive,positive"
1133,"positive,positive"
1134,"positive,positive"
1135,"positive,positive"
1136,"positive,positive"
1137,"positive,positive"
1138,"positive,positive"
1139,"positive,positive"
1140,"positive,positive"
1141,"positive,positive"
1142,"negative,negative"
1143,"positive,positive"
1144,"neutral,neutral"
1145,"positive,positive"
1146,"positive,positive"
1147,"positive,positive"
1148,"positive,positive"
1149,"positive,positive"
1150,"positive,positive"
1151,"negative,negative"
1152,"positive,positive"
1153,"positive,positive"
1154,"positive,positive"
1155,"positive,positive"
1156,"positive,positive"
1157,"positive,positive"
1158,"positive,positive"
1159,"positive,positive"
1160,"neutral,neutral"
1161,"positive,positive"
1162,"positive,positive"
1163,"positive,positive"
1164,"neutral,neutral"
1165,"positive,positive"
1166,"positive,positive"
1167,"positive,positive"
1168,"negative,negative"
1169,"negative,negative"
1170,"positive,positive"
1171,"negative,negative"
1172,"neutral,neutral"
1173,"negative,negative"
1174,"positive,positive"
1175,"negative,negative"
1176,"positive,positive"
1177,"positive,positive"
1178,"negative,negative"
1179,"positive,positive"
1180,"positive,positive"
1181,"positive,positive"
1182,"neutral,neutral"
1183,"positive,positive"
1184,"negative,negative"
1185,"negative,negative"
1186,"negative,negative"
1187,"negative,negative"
1188,"positive,positive"
1189,"negative,negative"
1190,"negative,negative"
1191,"positive,positive"
1192,"positive,positive"
1193,"positive,positive"
1194,"positive,positive"
1195,"positive,positive"
1196,"positive,positive"
1197,"positive,positive"
1198,"positive,positive"
1199,"neutral,neutral"
1200,"neutral,neutral"
1201,"positive,positive"
1202,"negative,negative"
1203,"neutral,neutral"
1204,"positive,positive"
1205,"neutral,neutral"
1206,"positive,positive"
1207,"negative,negative"
1208,"positive,positive"
1209,"negative,negative"
1210,"positive,positive"
1211,"positive,positive"
1212,"positive,positive"
1213,"positive,positive"
1214,"negative,negative"
1215,"negative,negative"
1216,"positive,positive"
1217,"negative,negative"
1218,"positive,positive"
1219,"positive,positive"
1220,"positive,positive"
1221,"positive,positive"
1222,"positive,positive"
1223,"positive,positive"
1224,"positive,positive"
1225,"negative,negative"
1226,"neutral,neutral"
1227,"negative,negative"
1228,"neutral,neutral"
1229,"negative,negative"
1230,"neutral,neutral"
1231,"positive,positive"
1232,"positive,positive"
1233,"positive,positive"
1234,"positive,positive"
1235,"positive,positive"
1236,"positive,positive"
1237,"positive,positive"
1238,"negative,negative"
1239,"positive,positive"
1240,"positive,positive"
1241,"positive,positive"
1242,"positive,positive"
1243,"positive,positive"
1244,"negative,negative"
1245,"positive,positive"
1246,"positive,positive"
1247,"positive,positive"
1248,"negative,negative"
1249,"negative,negative"
1250,"negative,negative"
1251,"positive,positive"
1252,"positive,positive"
1253,"negative,negative"
1254,"positive,positive"
1255,"negative,negative"
1256,"positive,positive"
1257,"positive,positive"
1258,"negative,negative"
1259,"positive,positive"
1260,"negative,negative"
1261,"positive,positive"
1262,"positive,positive"
1263,"positive,positive"
1264,"positive,positive"
1265,"positive,positive"
1266,"positive,positive"
1267,"positive,positive"
1268,"negative,negative"
1269,"positive,positive"
1270,"positive,positive"
1271,"negative,negative"
1272,"positive,positive"
1273,"negative,negative"
1274,"negative,negative"
1275,"negative,negative"
1276,"positive,positive"
1277,"negative,negative"
1278,"positive,positive"
1279,"positive,positive"
1280,"positive,positive"
1281,"positive,positive"
1282,"negative,negative"
1283,"negative,negative"
1284,"positive,positive"
1285,"negative,negative"
1286,"positive,positive"
1287,"positive,positive"
1288,"negative,negative"
1289,"negative,negative"
1290,"negative,negative"
1291,"negative,negative"
1292,"positive,positive"
1293,"negative,negative"
1294,"positive,positive"
1295,"positive,positive"
1296,"negative,negative"
1297,"positive,positive"
1298,"positive,positive"
1299,"negative,negative"
1300,"neutral,neutral"
1301,"positive,positive"
1302,"positive,positive"
1303,"negative,negative"
1304,"neutral,neutral"
1305,"positive,positive"
1306,"negative,negative"
1307,"neutral,neutral"
1308,"positive,positive"
1309,"negative,negative"
1310,"neutral,neutral"
1311,"positive,positive"
1312,"negative,negative"
1313,"negative,negative"
1314,"negative,negative"
1315,"positive,positive"
1316,"positive,positive"
1317,"positive,positive"
1318,"positive,positive"
1319,"negative,negative"
1320,"positive,positive"
1321,"positive,positive"
1322,"negative,negative"
1323,"positive,positive"
1324,"positive,positive"
1325,"positive,positive"
1326,"negative,negative"
1327,"negative,negative"
1328,"neutral,neutral"
1329,"positive,positive"
1330,"positive,positive"
1331,"positive,positive"
1332,"positive,positive"
1333,"positive,positive"
1334,"positive,positive"
1335,"positive,positive"
1336,"positive,positive"
